message_id,symbol,pair,signal_text,suspicious_update_count,suspicious_update_ids,suspicious_update_texts
6584,OP,USDT,"Coin: #OPUSDT

Direction: Long

Leverage: 5-10x

#OP already broke out of the ascending triangle and is looking bullish.

Entry: 0.5060 - 0.5000$ (Buy partially)

Targets: 0.5200 - 0.5320 - 0.5440 - 0.5560 - 0.5850 - 0.6210$ (Short term)

Stoploss: 0.4850$",9,"[6585, 6592, 6634, 6675, 6676, 6677, 6695, 6699, 6700]","[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", '#ETHUSDT UPDATE:\n\n#Ethereum is currently trading around $3790. Ethereum dumped exactly after the breakdown, according to our previous update. Those who opened a short position after our update have booked good profits through that update. Sixty percent profits were booked with 10x leverage. Enjoy the profits, guys', '#DOTUSDT UPDATE:\n\n#DOT is currently trading around $3.163. It pumped exactly after our update. Those who opened a long position according to our previous update are now in good profits. Enjoy the profits, guys!🔥', 'Coin: #XVGUSDT\n\nDirection: Long📈\n\nBreaking out of a Cup and handle pattern on hourly timeframe, which is a bullish pattern with a good bullish candle. So just buy it and hold it for good profits. This coin is in the bottom area, so we expect a massive pump.\n\nEntry: 0.0081 - 0.0070$\n\nTargets: 0.0086 - 0.0088 - 0.0092 - 0.0094$+\n\nStoploss: 0.0064$\n\nBuy and hold🤑', '#ETHUSDT UPDATE:\n\n#Ethereum is currently trading around $3480. Ethereum pumped exactly after our update, and after breaking the neckline, ETH reached a high of $3650. Those who opened a long position according to our update are now in good profits. Now, the possible scenarios are that Ethereum is again taking support from the support level, so if it pumps and continues here, it can go towards $3800 - $3900. Otherwise, if the price breaks down the support, then we may see a dump in Ethereum. Keep', '#BTCUSDT UPDATE:\n\n#Bitcoin is currently trading around $103,500. Bitcoin pumped exactly as predicted after our update and touched $107,500. Those who opened a long position according to our update have booked good profits. Now, stay tuned with us for further updates✔️', '#BTCUSDT UPDATE:\n\n#Bitcoin is now currently trading around $94,100. Bitcoin is exactly dumping after breaking the support zone as per the previous update. Those who opened a short position according to our update are now in good profits. 60% profits booked with 10x Lev. Enjoy the profits, guys. Stay tuned with us for further updates.✔️', '#BTCUSDT UPDATE:\n\n#Bitcoin is now currently trading around $84000. Bitcoin is exactly dumping after breaking the support zone as per the previous update. Those who opened a short position according to our update are now in good profits. 180% profits booked with 10x Lev. Enjoy the profits, guys. Stay tuned with us for further updates.✔️', '#ETHUSDT UPDATE:\n\n#Ethereum is now trading around $2710. Ethereum is dumping exactly as predicted after breaking down the support zone, as per our previous update. Those who opened a short position according to our previous update are now in good profits, which is 170% with 10x leverage. Enjoy the profits, guys. Now, stay tuned with us for the next updates✔️']"
6590,SANTOS,USDT,"Coin: #SANTOSUSDT

Direction: Short

Leverage: 5-10x

#SANTOS has already broken down the bear flag pattern and is looking bearish.

Entry: 1.348 - 1.400$ (Enter partially)

Targets: 1.300 - 1.260 - 1.220 - 1.180 - 1.100 - 1.000$ (Short term)

Stoploss: 1.450$",1,[6591],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6614,GMX,USDT,"Coin: #GMXUSDT

Direction: Long

Leverage: 5-10x

#GMX has already broken out of the symmetrical triangle and is looking bullish.

Entry: 10.580 - 10.400$ (Buy partially)

Targets: 10.800 - 11.100 - 11.400 - 11.700 - 12.400 - 12.900 - 13.500$ (Short-mid term)

Stoploss: 10.200$",1,[6615],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6625,XLM,USDT,"Coin: #XLMUSDT

Direction: Long

Leverage: 5-10x

#XLM has already broken out of the symmetrical triangle and is looking bullish.

Entry: $0.329 - $0.320 (Buy partially)

Targets: $0.336 - $0.344 - $0.352 - $0.360 - $0.380 - $0.395 - $0.410 (Short term)

Stoploss: $0.316",1,[6626],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6646,BNB,USDT,"Coin: #BNBUSDT

Direction: Long

Leverage: 5-10x

#BNB has already broken out of the cup and handle pattern and is looking bullish.

Entry: 1165 - 1140$ (Buy partially)

Targets: 1185 - 1210 - 1235 - 1280$ (Short term)

Stoploss: 1130$",1,[6647],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6651,RSR,USDT,"Coin: #RSRUSDT

Direction: Long

Leverage: 5-10x

#RSR has already broken out of the downtrend channel and is looking bullish.

Entry: $0.005570 - $0.005400 (Buy partially)

Targets: $0.0057 - $0.0058 - $0.0060 - $0.00615 - $0.00635 - $0.0066 (Short term)

Stoploss: $0.00520",0,[],[]
6653,TWT,USDT,"Coin: #TWTUSDT

Direction: Long

Leverage: 5-10x

#TWT has already broken out of the falling wedge and is looking bullish.

Entry: $1.2730 - $1.2500 (Buy partially)

Targets: $1.30 - $1.33 - $1.36 - $1.39 - $1.45 - $1.50 (Short-term)

Stop-loss: $1.22",0,[],[]
6660,SHELL,USDT,"Coin: #SHELLUSDT

Direction: Long

Leverage: 5-10x

#SHELL has already broken out of the Symmetrical Triangle and is looking Bullish.

Entry: $0.1205 - $0.1180 (Buy partially)

Targets: $0.1240 - $0.1270 - $0.1300 - $0.1330 - $0.1400 - $0.1500 (Short term)

Stop-loss: $0.1150",0,[],[]
6666,IOTX,USDT,"Coin: #IOTXUSDT

Direction: Long

Leverage: 5-10x

#IOTX has already broken out of the Cup and Handle pattern and is looking bullish.

Entry: $0.01150 - $0.01130 (Buy partially)

Targets: $0.01180 - $0.01210 - $0.01240 - $0.01270 - $0.01340 - $0.01400 (Short term)

Stop-loss: $0.01100",0,[],[]
6675,XVG,USDT,"Coin: #XVGUSDT

Direction: Long📈

Breaking out of a Cup and handle pattern on hourly timeframe, which is a bullish pattern with a good bullish candle. So just buy it and hold it for good profits. This coin is in the bottom area, so we expect a massive pump.

Entry: 0.0081 - 0.0070$

Targets: 0.0086 - 0.0088 - 0.0092 - 0.0094$+

Stoploss: 0.0064$

Buy and hold🤑",0,[],[]
6684,CATI,USDT,"Coin: #CATIUSDT

Direction: Short

Leverage: 5-10x

#CATI has already broken down the Inverse cup and handle pattern and is looking bearish.

Entry: $0.06010 - $0.06200 (Enter partially)

Targets: $0.05900 - $0.05780 - $0.05660 - $0.05550 - $0.05200 - $0.04900 - $0.04250 (Short-mid term)

Stop-loss: $0.06350",0,[],[]
6702,XLM,USDT,"Coin: #XLMUSDT

Direction: Long

Leverage: 5-10x

#XLM has already broken out of the resistance zone and Cup and handle pattern and is looking bullish.

Entry: $0.255 - $0.252 (Buy partially)

Targets: $0.261 - $0.267 - $0.273 - $0.280 - $0.290 - $0.300 (Short-mid term)

Stop-loss: $0.248",1,[6703],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6713,ADA,USDT,"Coin: #ADAUSDT

Direction: Long

Leverage: 5-10x

#ADA already broke out of the Symmetrical triangle and is looking Bullish.

Entry: $0.4340 - $0.4260 (Buy partially)

Targets: $0.4420 - $0.4520 - $0.4620 - $0.4800 - $0.5000 (Short term)

Stoploss: $0.4200",1,[6714],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6726,BDXN,USDT,"Coin: #BDXNUSDT

Direction: Long📈

Leverage: 10x

It has already broken out of the Falling Wedge pattern on the 4-hour timeframe and also closed, which is a bullish sign. So, add a bag of #BDXN for good long-term profits.

Entry: $0.053 - $0.045

Target: $0.060 - $0.065 - $0.070 - $0.075+

Stop-loss: $0.038

Buy and hold🤑",0,[],[]
6728,SSV,USDT,"Coin: #SSVUSDT

Direction: Long

Leverage: 5-10x

#SSV already broke out of the Falling Wedge pattern and is looking bullish.

Entry: $3.840 - $3.600 (Buy partially)

Targets: $3.950 - $4.050 - $4.150 - $4.250 - $4.500 - $4.700 - $5.000 (Short term)

Stop-loss: $3.400",1,[6729],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6736,BB,USDT,"Coin: #BBUSDT

Direction: Long📈

Leverage: 5-10x

#BB has already broken out of the Cup and Handle pattern and is looking bullish.

Entry: $0.08957 - $0.08700 (Buy partially)

Targets: $0.09200 - $0.09400 - $0.09600 - $0.09800 - $0.103 - $0.100 (Short term)

Stop loss: $0.084",1,[6737],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6741,MEW,USDT,"Coin: #MEWUSDT

Direction: Long

Leverage: 5-10x

#MEW has already broken out of the Symmetrical Triangle and is looking Bullish.

Entry: $0.001180 - $0.001150 (Buy partially)

Targets: $0.001210 - $0.001240 - $0.001270 - $0.001300 - $0.001350 - $0.001400 (Short term)

Stop loss: $0.001120",1,[6742],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6743,NEIRO,USDT,"Coin: #NEIROUSDT

Direction: Long

Leverage: 5-10x

#NEIRO has already broken out of the ascending triangle and is looking bullish.

Entry: $0.0001495 - $0.0001460 (Buy partially)

Targets: $0.0001530 - $0.0001560 - $0.0001600 - $0.0001640 - $0.0001720 - $0.0001800 (Short term)

Stop loss: $0.0001420",1,[6744],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6754,DOGE,USDT,"Coin: #DOGEUSDT

Direction: Short

Leverage: 5-10x

#DOGE has already broken down from the inverse cup and handle and is looking bearish.

Entry: $0.134 - $0.136 (Enter partially)

Targets: $0.131 - $0.128 - $0.125 - $0.122 - $0.116(Short term)

Stoploss: $0.138",1,[6755],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6760,PEOPLE,USDT,"Coin: #PEOPLEUSDT

Direction: Short

Leverage: 5-10x

#PEOPLE has already broken down the Descending Triangle and is looking bearish.

Entry: 0.00820 - 0.00900$ (Enter partially)

Targets: 0.00780 - 0.00740 - 0.00700 - 0.00660 - 0.00600 - 0.00560 - 0.00500$ (Short-mid term)

Stoploss: 0.00950$",1,[6761],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6765,USTC,USDT,"Coin: #USTCUSDT

Direction: Short

Leverage: 5-10x

#USTC has already broken down the symmetrical triangle and is looking bearish.

Entry: 0.006945 - 0.007100$ (Enter partially)

Targets: 0.006800 - 0.006650 - 0.006500 - 0.006300 - 0.006000 - 0.005600$ (Short term)

Stop-loss: 0.007250$",1,[6766],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6791,PEOPLE,USDT,"Coin: #PEOPLEUSDT

Direction: Long

Leverage: 5-10x

#PEOPLE has already broken out of the Falling Wedge pattern and is looking bullish.

Entry: $0.00970 - $0.00920 (Buy partially)

Targets: $0.01000 - $0.01040 - $0.01080 - $0.01120 - $0.01200 - $0.01280 - $0.01350 (Short term)

Stop-loss: $0.00880",1,[6792],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6793,ETC,USDT,"Coin: #ETCUSDT

Direction: Long

Leverage: 5-10x

#ETC has already broken out of the Falling Wedge pattern and is looking bullish.

Entry: $12.250 - $11.800 (Buy partially)

Targets: $12.600 - $12.900 - $13.200 - $13.500 - $14.200 - $15 - $16 (Short term)

Stop-loss: $11.400",1,[6794],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6819,TIA,USDT,"Coin: #TIAUSDT

Direction: Long

Leverage: 5-10x

#TIA has already broken out of the Cup and Handle pattern and is looking bullish.

Entry: $0.6070 - $0.5800 (Buy partially)

Targets: $0.6200 - $0.6400 - $0.6600 - $0.6800 - $0.7200 - $0.7600 (Short-mid term)

Stop-loss: $0.5600",30,"[6820, 6824, 6828, 6830, 6833, 6838, 6840, 6847, 6849, 6852, 6854, 6857, 6861, 6865, 6868, 6875, 6883, 6885, 6892, 6898, 6904, 6907, 6909, 6914, 6916, 6919, 6921, 6925, 6928, 6936]","[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", ""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6827,ETH,USDT,"Coin: #ETHUSDT

Direction: Long

Leverage: 5-10x

It has already broken out of the symmetrical triangle and is looking bullish.

Entry: $3388 - $3280 (Buy partially)

Targets: $3480 - $3560 - $3640 - $3720 - $3900 (Short term)

Stop-loss: $3200",2,"[6828, 6899]","[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", '#ETHUSDT UPDATE:\n\n#Ethereum is currently trading at $2080. It precisely broke the support and tested the lower support zone, as per our previous update. Those who followed us and opened a short position have booked good profits. Now, the possible scenarios are: if the dump continues, it may again test the lower support zone. Otherwise, if it pumps from here and breaks above the resistance zone, then we may see bullish momentum. Keep an eye on it and stay tuned with us for further updates✅']"
6837,BNB,USDT,"Coin: #BNBUSDT

Direction: Long

Leverage: 5-10x

#BNB has already broken out of the Head and Shoulders pattern and is looking bullish.

Entry: $954 - $920 (Buy partially)

Targets: $975 - $995 - $1015 - $1060 (Short term)

Stop-loss: $900",1,[6838],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6848,OP,USDT,"Coin: #OPUSDT

Direction: Short

Leverage: 5-10x

#OP has already broken down from the head and shoulders pattern and is looking bearish.

Entry: $0.2990 - $0.3050 (Enter partially)

Targets: $0.2920 - $0.2860 - $0.2800 - $0.2740 - $0.2620 - $0.2500 (Short term)

Stop-loss: $0.3120",5,"[6849, 6869, 6899, 6910, 6911]","[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", '#BTCUSDT UPDATE:\n\nBitcoin is currently trading around $87,200. It is dumping exactly as predicted in our previous update. While others suggested Bitcoin might pump, we had already informed you about it. Those who opened a short position are now in good profit. Further dumping is expected, and it could test the lower support zone soon. Keep an eye on it and stay tuned with us for further updates.', '#ETHUSDT UPDATE:\n\n#Ethereum is currently trading at $2080. It precisely broke the support and tested the lower support zone, as per our previous update. Those who followed us and opened a short position have booked good profits. Now, the possible scenarios are: if the dump continues, it may again test the lower support zone. Otherwise, if it pumps from here and breaks above the resistance zone, then we may see bullish momentum. Keep an eye on it and stay tuned with us for further updates✅', '#1000LUNC/USDT Stop Target Hit ⛔\nLoss: 19.1154% 📉', '#SAFE/USDT Stop Target Hit ⛔\nLoss: 20.8443% 📉']"
6860,AEVO,USDT,"Coin: #AEVOUSDT

Direction: Long

Leverage: 5-10x

#AEVO has already broken out of the symmetrical triangle and is looking bullish.

Entry: $0.03790 - $0.03760 (Buy partially)

Targets: $0.03870 - $0.03950 - $0.04030 - $0.04200 (Short term)

Stop-loss: $0.03720",1,[6861],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6903,DASH,USDT,"Coin: #DASHUSDT

Direction: Short

Leverage: 5-10x

#DASH has already broken down the Descending Triangle and is looking bearish.

Entry: 34.40 - 35$ (Buy partially)

Targets: 33.60 - 32.80 - 32 - 31.40 - 30$ (Short term)

Stop loss: 35.50$",1,[6904],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6906,1000LUNC,USDT,"Coin: #1000LUNCUSDT

Direction: Short

Leverage: 5-10x

#1000LUNC has already broken down the symmetrical triangle and is looking bearish.

Entry: 0.03310 - 0.03360 (Enter partially)

Targets: 0.03240 - 0.03180 - 0.03120 - 0.03040 - 0.02920 - 0.02800 (Short term)

Stop-loss: 0.03420",2,"[6907, 6910]","[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", '#1000LUNC/USDT Stop Target Hit ⛔\nLoss: 19.1154% 📉']"
6908,SAFE,USDT,"Coin: #SAFEUSDT

Direction: Short

Leverage: 5-10x

#SAFE has already broken down the Inverse Cup and Handle pattern and is looking bearish.

Entry: $0.0947 - $0.0960 (Enter partially)

Targets: $0.0925 - $0.0905 - $0.0885 - $0.0865 - $0.0840 (Short term)

Stop-loss: $0.0980",2,"[6909, 6911]","[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially"", '#SAFE/USDT Stop Target Hit ⛔\nLoss: 20.8443% 📉']"
6918,KNC,USDT,"Coin: #KNCUSDT

Direction: Long

Leverage: 5-10x

#KNC has already broken out of the symmetrical triangle and is looking bullish.

Entry: $0.1515 - $0.1490 (Buy partially)

Targets: $0.1540 - $0.1570 - $0.1610 - $0.1650 - $0.1700 - $0.1750 (Short term)

Stop-loss: $0.1470",1,[6919],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6920,BNB,USDT,"Coin: #BNBUSDT

Direction: Long

Leverage: 5-10x

#BNB already broke out of the Cup and handle pattern and is looking Bullish.

Entry: 619.5 - 616$ (Buy partially)

Targets: 630 - 642.5 - 655.3 - 668$ (Short term)

Stop-loss: 612$",1,[6921],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6980,ZEC,USDT,"Coin: #ZECUSDT

Direction: Short

Leverage: 5-10x

#ZEC already broke down the Inverse cup and handle pattern and is looking bearish.

Entry: 196.60 - 202.50$ (Enter partially)

Targets: 190 - 184 - 178 - 172 - 162 - 150$ (Short term)

Stop-loss: 210$",1,[6981],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6986,AXL,USDT,"Coin: #AXLUSDT

Direction: Short

Leverage: 5-10x

#AXL has already broken down the bear flag and is looking bearish.

Entry: $0.05250 - $0.05300 (Enter partially)

Targets: $0.05050 - $0.04920 - $0.04800 - $0.04700 - $0.04500 - $0.04200 (Short term)

Stop-loss: $0.05400",0,[],[]
6994,NEO,USDT,"Coin: #NEOUSDT

Direction: Long

Leverage: 5-10x

#NEO has already broken out of the Cup and Handle pattern and is looking bullish.

Entry: 2.583 - 2.550$ (Buy partially)

Targets: 2.630 - 2.690 - 2.750 - 2.800$ (Short term)

Stop-loss: 2.520$",1,[6995],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
6998,CFX,USDT,"Coin: #CFXUSDT

Direction: Long

Leverage: 5-10x

#CFX has already broken out of the symmetrical triangle and is looking bullish.

Entry: 0.05155 - 0.05000$ (Buy partially)

Targets: 0.05300 - 0.05450 - 0.05600 - 0.05750 - 0.06100 - 0.06350 - 0.06600$ (Short term)

Stop-loss: 0.04900$",1,[6999],"[""Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),\xa0 book profits Partially""]"
